id,director,keywords,genres
207270,Matt Winn,new york|detective|smoking|underground|hamster,Thriller|Horror
307946,Adam Salky,,Drama
356905,Stuart McDonald,,Family|Adventure
318279,Jimmy Chin|Elizabeth Chai Vasarhelyi,himalaya|climbing|india|mountaineering|woman director,Adventure|Documentary
345637,Sanjay Patel,,Animation
284286,Isabel Coixet,woman director,Romance|Comedy|Drama
340816,Mitch Davis,photographer|surgeon|orchestra|doctor|car accident,Romance|Comedy
206197,Caryn Waechter,witch|woman director,Mystery|Drama|Thriller
331446,Anthony C. Ferrante,florida|nasa|tornado|sequel|space,TV Movie|Horror|Science Fiction
351901,Stephen Reynolds,cat and mouse|family|revenge drama,Action|Thriller
357681,Mark Neale,fighter|motos,Documentary
333657,Fabrizio Conte,new york|nightclub|party|manhattan new york city|promoter,Drama
336845,Alex Kalymnios,based on true story|kidnapping|true crime|woman director|abduction,Drama|Crime
343795,Michael Polish,hospital|church,Drama
294562,Mike Mendez,monster|mutant|lava|volcano|los angeles,Horror|Science Fiction|TV Movie
306197,Kris Swanberg,woman director,Drama|Comedy
297556,Ethan Spaulding,superhero team|super powers,Science Fiction|Action|Animation|Adventure
354743,Jed Mercurio,,Romance|Drama
157422,Jay Alaimo,,Horror
316885,Jeppe RÃ¸nde,suicide|adolescence|based on true story|magic realism,Drama
228973,Adam MacDonald,camping|based on true story|woods|gore|survival,Drama|Horror|Thriller
323967,Anna Mastro,god|woman director,Drama|Comedy
320048,Branden Kramer,,Drama|Thriller|Horror
359305,Aisling Walsh,woman director,Drama|Thriller|Mystery
329004,Stephen Fingleton,male nudity|female nudity|sex|nudity|post-apocalyptic,Drama|Science Fiction|Thriller
362180,Thierry Poiraud,,Horror
343284,Kyle Rankin,,Comedy|Horror
243752,Nick Wernham,,Romance|Comedy
291866,David Yarovesky,,Horror|Science Fiction|Thriller
330127,Jason Aron,interview|filmmaking|retrospective|moviemaking,History|Documentary|Family
323694,Ben Blaine|Chris Blaine,sex|suicide attempt|nudity|love|car accident,Horror|Comedy|Romance
334028,Adam Egypt Mortimer,suicide|bullying|revenge,Horror
354924,Jason Stutter,new zealand|haunting|farmhouse|spirit|psychic,Horror|Thriller
368256,Eli Morgan Gesner,,Horror
324291,Charles Hood,,Drama|Comedy
347847,Isaac Gabaeff,,Science Fiction|Horror
295490,Joe Swanberg,,Drama
253406,Robert Pulcini|Shari Springer Berman,woman director,Music|Comedy|Drama
291865,Conor McMahon,terror|monster|car breakdown|tractor|vampire,Horror
334531,Angelo Pizzo,american football|biography|sport|championship,Drama
324803,Adam Mason,found footage,Thriller
339355,Sam Friedlander,,Comedy
309304,Paul Weitz,road trip|granddaughter,Drama|Comedy
339342,Kenny Gage|Devon Downs,tattoo|tattooing,Horror
306966,Alberto Marini,europe|camp|slasher|disease,Horror
226458,Marcus Nispel,possession,Thriller|Horror
339148,Emily Ting,hong kong|expatriate|woman director,Romance|Comedy
340684,Joey Kuhn,,Romance|Drama
340968,Paul Haggis,mayor|politics|murder|tv mini-series|racism,History|Crime|Drama
347754,Iain Softley,hitchhiker|injured leg|car accident|trapped|car,Horror|Thriller
326284,Ernie Barbarash,,Action
317144,Ben Chanan,stalking|bully|hacking|teenager|computer hacker,Drama|Thriller
277558,Tyler Shields,,Action|Drama|Thriller
338928,Davis Guggenheim,education|terrorism|activist|nobel peace prize winner,Documentary
291189,Zachary Sluser,criminal|hometown,Romance|Drama|Comedy|Mystery
309425,Jonathan M. Gunn,christian,Fantasy|Drama
287689,Jake Szymanski,tennis|tennis player|sport|mockumentary,TV Movie|Comedy
363869,Guido Chiesa,,
325189,Jeffrey Hornaday,high school|teen movie|teen|beach movie,Comedy|Music
298582,Sean Cisterna,dancing|gymnastics|biography|sport|car accident,History|Drama|Family
301228,Justin Trefgarne,drug,Thriller|Mystery|Science Fiction
343934,Rhys Thomas,summer|lifeguard|staten island new york city,Comedy
296025,Tony Aloupis,,Drama
371442,Jason Schnell,,Comedy
325173,Isaac Florentine,,Crime|Action
282313,Dan Bush,genetics|memory|accident,Science Fiction|Drama|Thriller
300542,Alex Ross Perry,independent film|psychological thriller,Drama|Mystery|Thriller
309924,Sean Garrity,,Comedy
348634,Ron Oliver,,Comedy|TV Movie|Romance
318044,Liz Garbus,voice|child prodigy|singer|racism|civil rights,Documentary|Music
259958,Chris Messina,,Drama
316715,Paul Andrew Williams,press|nazis|trial,Drama
308027,Jim Strouse,,Comedy
279144,Jon Schnepp,interview|archive footage|hollywood|filmmaking|death,Documentary
355020,Evgeny Afineevsky,,Documentary
323665,Jordan Galland,,Mystery|Thriller|Horror|Science Fiction
358895,Rob Reiner,drug use,Drama|Romance
347548,Neil Mcenery-West,,Thriller|Horror|Science Fiction
353345,Steven R. Monroe,,Horror
323370,Alistair Legrand,parapsychology,Horror|Science Fiction|Thriller
337958,Jeremy Sims,suicide|taxi|australia|cancer|doctor,Comedy|Drama|Romance
333674,Adam Schindler,agoraphobia,Drama|Thriller|Horror
301728,Shane Abbess,mind control|rescue|search|plague|mining accident,Horror|Science Fiction|Thriller
366018,Mariah Carey,christmas,Romance|Music|TV Movie|Comedy
256030,Steve Wolsh,female nudity|shower|ax|swamp|murder,Horror
356149,Andrew Jones,based on true story|evil doll|haunting|possessed,Horror
300666,Daniel Duran,father-son relationship|small town|dance|music|grief,Drama|Music
347642,Chad Archibald,,Horror
373558,Jonas Ã…kerlund,pop culture|pop singer|pop star|music|concert,Documentary|Music
367326,Mike Thurmeier|Galen T. Chu,,Science Fiction|Comedy|Animation|Family
329205,Petr JÃ¡kl Jr.,ukraine|serial killer|ghost|seance|pseudo documentary,Thriller|Horror
386501,Eshom Nelms|Ian Nelms,,Drama|Comedy
321769,Alex Winter,internet|crime|drug,Documentary
251471,Kief Davidson|Daniel Junge,pop culture|fan culture|documentary|toys,Documentary
174340,Marina Zenovich,comedian|documentary|taboo|richard pryor|woman director,Documentary
309298,Jared Hess,pastor|archaeologist|holy land,Comedy
285840,Adam Brooks|Matthew Kennedy,male nudity|female nudity|nudity|knife|police,Mystery|Horror|Comedy
308077,SebastiÃ¡n Silva,,Drama
321109,Adam Curtis,manipulation|politics|war|control|fear,Documentary
341886,L. Gustavo Cooper,exorcism|possession,Science Fiction|Horror
308024,Patrick Brice,,Mystery|Comedy
356216,Zackary Adler,,Crime
311615,Alex Winter,defy media,Comedy|Action|Adventure
333873,Charles de Lauzirika,behind the scenes|making of,Documentary
293941,StÃ©phanie Joalland,woman director,Drama|Science Fiction|Thriller
360203,Trey Nelson,robbery,Action|Crime|Drama|Thriller
294132,Andrew Bujalski,love triangle|trainers|client plans|business expansion,Comedy
301629,Jamie Babbit,sister sister relationship|coverup|woman director|fresno california|accidental crime,Comedy
331592,Khalil Sullins,secret|telepathy|technology|invention|government,Drama|Thriller|Science Fiction
342464,Janet Grillo,woman director,Drama|Family
332976,Keoni Waxman,,Thriller|Action|Adventure|Crime
367551,Nick Love,,Action|Comedy|Science Fiction
353610,Roel ReinÃ©,,Action
316410,Jared Cohn,sex|bondage|nudity|seduction|bdsm,Thriller|Drama
106845,Valeri Milev,reality tv|conspiracy|zombies|zombie apocalypse,Horror|Science Fiction
339362,Jon Drever,,Action|Comedy|Romance
323966,Ara Paiaya,hitman|gangster|inner city,Crime|Action
354857,J.G. Quintel,time travel|friendship,Comedy|TV Movie|Animation|Science Fiction
333653,Nancy Savoca,woman director,TV Movie|Drama
323366,Mickey Keating,,Thriller|Horror|Mystery
75861,Nathan Frankowski,depression|biography|drug,Drama|Music
283698,Saverio Costanzo,,Drama
363889,Andy Palmer,,Comedy|Horror
329020,Raul Garcia,,Horror|Animation|Mystery
323272,Alex Kendrick,christian,Drama
343921,Rachel Goldenberg,baby|adoption|violence|woman director|tv movie,Drama|Thriller
361671,JR,art|ellis island,Drama
346494,Florian Cossen,suicide attempt|high school|loneliness|death|first love,Comedy|Drama
321974,Amy Berg,biography|woodstock|music band|rock concert|woman director,Documentary|Music
363757,Marco Ponti,,Romance|Comedy
328820,Amariah Olson|Obin Olson,,Thriller
359255,Shawn Rasmussen|Michael Rasmussen,haunted house|bed and breakfast place|new england|young couple,Thriller|Horror
355178,Chris Rock,sex|stand-up|stand up comedy,Comedy
310491,Gerard Barrett,dysfunctional family|alcohol problems,Drama
319096,Angela Bassett,biography|rhythm and blues|crack cocaine|woman director|lifetime,Romance|Drama|Music
285024,Ben Safdie|Joshua Safdie,,Drama
360341,Morgan Neville,keith richards|documentary|rock band|blues music|netflix,Music|Documentary
329556,Levan Bakhia,rape|landmine|nudity|tourist|girlfriend,Action|Crime|Drama|Thriller
241927,Bruce McDonald,canada|halloween|farm|gore|decapitation,Horror
347751,Victor Zarcoff,,Drama|Horror
287692,Patrick Robert Young|Powell Robinson,,Horror
321668,Chad Michael Ward,bloodthirstiness|zombies|scientist|universal cure,Science Fiction|Horror
315024,Sean Cain,tyrannosaurus rex|dinosaur|raptor,Action|Science Fiction
323674,Hannah Fidell,relationship problems|relationship|violence|woman director|young adult,Romance|Drama
345944,Brent Hodge|Derik Murray,,Documentary
300686,Ezna Sands,,Drama
324253,Colin Hanks,record industry,Documentary
395560,Andrew Martin,space|astronaut,Drama|History|Thriller|Science Fiction
312827,Rodney Ascher,,Horror|Documentary
308084,Sean Baker,taxi|prostitute|transsexuality|sex|taxi driver,Comedy|Drama
268725,Scott Beck,suicide|blindfold|forest|ghost story|pet dog,Thriller|Horror
308361,Nikole Beckwith,stockholm syndrome|woman director|abduction|biological parents,Drama|Thriller
327029,Joseph Kahn,tokusatsu|dystopic future|fan film|power rangers|short,Action|Adventure|Science Fiction
249916,Desiree Akhavan,female nudity|lesbian kiss|lesbian couple|loneliness|new york city,Romance|Comedy|Drama
331161,Jarret Tarnol,,Drama|Comedy
339065,Andrew Morgan,factory worker|textile industry|documentary|economics|fashion,Documentary
244563,David Zellner,japan|language barrier|treasure hunt|north dakota|character name in title,Drama
360605,Paul Hoen,,Fantasy|Adventure|Comedy
315855,Guy Maddin|Evan Johnson,,Romance|Comedy|Drama|Mystery
319152,Bryan Carberry|J. Clay Tweel,,Documentary
369058,Michael Feifer,,Romance|TV Movie
347762,Anthony DiBlasi,,Horror
325113,Amy S. Weber,teenage girl|woman director,Drama
336167,LazRael Lison,,Mystery|Horror|Thriller
320996,,stand-up|stand up comedy|aftercreditsstinger|duringcreditsstinger|netflix,Comedy
312797,Basel Owies,obsession|barber,Thriller
312804,Josh Mond,,Drama
339751,Kent Jones,,Documentary
333350,David Gelb,mustang|car|corporation|henry ford family|car factory,Documentary
351043,Michael Polish,,Thriller|Mystery|Drama|Horror
224972,Jennifer Siebel Newsom,feminism|sexism|young boy|gender roles|misogyny,Documentary
295595,Benjamin Statler,gunshot wound|private investigator|reneactment|possible suicide,Music|Drama|Documentary|Crime
371758,Craig Viveiros,england|based on novel|island|murder|agatha christie,Mystery|Drama
317981,Brian James O'Connell,vampire|office work,Comedy|Horror
309889,Rustam Branaman,,Horror|Thriller
333103,Joel Gallen,comedian|insult|stand-up|tv special|roast,Comedy
263105,Eric Schaeffer,transsexuality|romance|gay romance|relationship|transsexual,Drama|Romance|Comedy
319076,Stevan Riley,biography,Documentary
309063,Israel Luna,,Horror
278247,Khoa LÃª,animation,Drama
355131,,sexuality|superhuman|superpower|making of|social issues,Documentary|Science Fiction
332839,Jorge Michel Grau,road trip|survival|agoraphobia|attack|fear,Thriller|Drama
367215,David Sington,prison|prisoner|death row|reenactment|legal system,Thriller|Documentary
261860,FrÃ©dÃ©ric Tcheng,,Documentary
362434,Peter Sullivan,cult|resurrection|possession|devil|demon,Horror
371759,Douglas Mackinnon,,Drama|Science Fiction|Comedy
316761,Bobcat Goldthwait,stand up comedy|childhood sexual abuse,Documentary
341077,Tom Daley,,Thriller|Drama|Action|Crime
321160,,wedding,Comedy|Romance
330037,Karan Malhotra,,Family|Action|Drama
347944,Sonny Mallhi,identity|possession|disorder,Horror
373977,Nick Hurran,,Thriller|TV Movie|Science Fiction|Drama
279972,Adam Green,monster|nightmare|biography|art,Thriller|Mystery|Horror|Fantasy
306952,Kristin Hanggi,cheating|male female relationship|lgbt|young love|woman director,Comedy|Drama|Romance
339060,T.C. Christensen,miracle|tragedy,Mystery|Drama|History|Family|Thriller
362439,Nick Lyon,teleportation|hell|portal|demon,Horror
355600,Paul Thomas Anderson,music,Music|Documentary
346170,Ben Jehoshua,,Horror|Thriller
308447,Spike Brandt|Tony Cervone,cartoon,Animation|Comedy|Family
348035,Phil Joanou,stand up comedy,Comedy
298032,Bryan Bockbrader,post traumatic stress  disorder|van|road trip|murder|kidnapping,Crime|Thriller|Action|Horror
371833,Alex Pillai,london|based on novel|medium|ghost hunting|ghost hunter,Drama|Horror
295886,Jamal Hill,,Drama
300654,Frank Hall Green,,Thriller|Adventure|Drama
365717,Martin Scorsese,casino,Comedy
321594,Louis C.K.,stand-up|stand up comedy,Comedy
307931,Crystal Moselle,brother brother relationship|father-son relationship|manhattan new york city|woman director|confinement,Documentary
340247,Kent Moran,fight|boxer|bronx|better life,Action|Drama
326665,Aziz Ansari,stand up comedy,Comedy
332706,Diane Bell,pimp|yoga instructor|woman director|sex worker|deadbeat boyfriend,Drama
333377,Jared P. Scott|Peter D. Hutchison|Kelly Nyks,upper class|middle class|working class|economics|inequality,Documentary
275696,Gabriel Cowan,independent film,Drama
326247,Aaron Keeling|Austin Keeling,wife husband relationship|haunted house|relocation|neighbor|mother daughter relationship,Drama|Horror
333287,Don Argott|Sheena M. Joyce,woman director,Romance|Comedy
318973,Christopher K. Walker|Michael Beach Nichols,small town|racist|north dakota|racism|white supremacists,Thriller|Crime|Documentary
273899,Roland Emmerich,stonewall riot,Drama
321039,Keith Arem,,Horror|Thriller|Science Fiction
345468,Josh Forbes,infection|sequel|virus|body horror,Drama|Horror|Thriller
269033,James Healey,dark comedy,Comedy|Drama
319091,Kirby Dick,,Documentary
323435,Andrew Droz Palermo,,Thriller|Drama|Fantasy
318225,Kristina Goolsby|Ashley York,breast cancer|woman director,Documentary
363480,Jonathan Wright,mistaken identity|coworker relationship|toy factory|christmas,Drama|TV Movie
291290,Steven C. Miller,,Thriller|Drama
352552,Amy Rice,cult|satire|comedy|witty|making of,Documentary
343981,Jane Preston,sport|alcoholism|soccer,Documentary
366929,Gary Leva,,Romance|War|Documentary|Drama
341051,Michael Medaglia,,Horror
319067,Robert Gordon|Morgan Neville,miami|chicago|television|politics|intellectual,Documentary|History
332177,Jen Soska|Sylvia Soska,prison|detective|prisoner|prison warden|revenge,Action
254800,John Swetnam,,Music|Drama
291151,Guillermo Amoedo,,Drama|Thriller|Horror|Mystery
332479,Paul Johnson,space battle|animation|space opera|military,Science Fiction|Action|Animation
299780,John Goldschmidt,,Drama|Comedy
348296,Elliot Hegarty,,Comedy
357974,Andrew Drazek,,Comedy
347258,Robert Mond,experiment|locked in a room|drug trial,Thriller|Science Fiction
312793,Scott Dow,spoof|zombies,Science Fiction|Comedy
340361,Philippe Le Guay,,Comedy
306943,Peter Hutchings,school|teen,Comedy
324325,Samantha Futerman|Ryan Miyamoto,twin sister|woman director|sisterhood,Family|Documentary
321640,Andrew Jarecki,murder|crime|real life,Documentary
309919,Derick Martini,self-defense|car mechanic|graduation|high school|shooting,Thriller|Mystery|Horror|Drama
303867,Don Hertzfeldt,,Animation|Comedy|Science Fiction
325365,Billy Corben,,Documentary
330916,Felix Thompson,small town|independent film|coming of age|rural|adolescent boy,Drama
273599,Dru Brown,suicide|underground|cult|buddy,Drama|Thriller
333620,Doug Campbell,,Thriller
325843,Michael Goldfine,,Drama|Comedy
253303,Joel Potrykus,hotel|bank|spaghetti|punk|nintendo,Horror|Comedy|Drama
356846,Owen Harris,video game|journalist|ghetto|biography|christian,Drama|TV Movie
331501,Alex Garcia Lopez,,Science Fiction|Mystery|Horror|Thriller
361043,Antonio Padovan|Bryan Norton|Marc Roussel|Ryan Patch|Jay Holben|Jon Kondelik|James Kondelik|Elias Benavidez|Mike Kochansky|Andreas Borghi,,
329289,James Moran,,Horror
334682,Nelson George,,Documentary
356335,Tim Kinzy|Andrew Seklir,video game|games|arcade|nibbler,Documentary
339928,Maclain Nelson,,Comedy|Drama|Family
367735,Rhys Thomas,stand up comedy,Comedy
266764,Geeta Patel|Ravi Patel,woman director,Documentary
328346,Rory Karpf,individual|sport|baskeball,Documentary
333346,Michael Winterbottom,,Documentary
157336,Christopher Nolan,saving the world|artificial intelligence|father-son relationship|single parent|nasa,Adventure|Drama|Science Fiction
118340,James Gunn,marvel comic|spaceship|space|scene during end credits|outer space,Action|Science Fiction|Adventure
100402,Joe Russo|Anthony Russo,washington d.c.|future|shield|marvel comic|comic,Action|Adventure|Science Fiction
245891,Chad Stahelski|David Leitch,hitman|revenge|murder|gangster|dog,Action|Thriller
131631,Francis Lawrence,resistance|post-apocalyptic|dystopia|war|sequel,Science Fiction|Adventure|Thriller
122917,Peter Jackson,corruption|elves|dwarves|orcs|middle-earth (tolkien),Adventure|Fantasy
177572,Don Hall|Chris Williams,brother brother relationship|hero|talent|revenge|best friend,Adventure|Family|Animation|Action|Comedy
205596,Morten Tyldum,gay|england|world war ii|mathematician|biography,History|Drama|Thriller|War
198663,Wes Ball,based on novel|maze|post-apocalyptic|dystopia|escape,Action|Mystery|Science Fiction|Thriller
194662,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,times square|superhero|long take|new york city|play,Drama|Comedy
210577,David Fincher,falsely accused person|based on novel|marriage crisis|disappearance|cheating husband,Mystery|Thriller|Drama
228150,David Ayer,world war ii|nazis|war|nazi germany|panzer,War|Drama|Action
181533,Shawn Levy,night watchman|museum|natural history|history|smithsonian,Adventure|Comedy|Fantasy|Family
157350,Neil Burger,based on novel|dystopia|youth|dystopic future|caste system,Action|Science Fiction|Thriller
127585,Bryan Singer,1970s|mutant|time travel|marvel comic|based on comic book,Action|Adventure|Fantasy|Science Fiction
240832,Luc Besson,artificial intelligence|intelligence|drug mule|futuristic|drug,Action|Science Fiction
98566,Jonathan Liebesman,martial arts|terrorist|subway|hero|mutation,Science Fiction|Action|Adventure|Fantasy|Comedy
225886,Jake Kasdan,marriage|internet|relationship|family|sex tape,Comedy
242582,Dan Gilroy,journalism|underground|tv station|sociopath|home invasion,Crime|Drama|Thriller
91314,Michael Bay,sequel|alien|transformers|giant robot|robot,Science Fiction|Action|Adventure
120467,Wes Anderson,hotel|painting|wartime|gunfight|theft,Comedy|Drama
244786,Damien Chazelle,jazz|obsession|conservatory|music teacher|new york city,Drama|Music
119450,Matt Reeves,leader|colony|post-apocalyptic|dystopia|sequel,Science Fiction|Action|Drama|Thriller
156022,Antoine Fuqua,revenge|gangster|commando|faked death|black ops,Thriller|Action|Crime
227159,Sean Anders,prison|sequel|kidnapping|car chase|sex addict,Comedy
102382,Marc Webb,marvel comic|sequel|based on comic book|sony|3d,Action|Adventure|Fantasy
137113,Doug Liman,deja vu|time warp|dystopia|war|alien,Action|Science Fiction
228967,Evan Goldberg|Seth Rogen,cia|coup d'etat|north korea|assassination attempt|evil dictator,Action|Comedy
190859,Clint Eastwood,sniper|biography|iraq|navy seal|u.s. soldier,War|Action
147441,Ridley Scott,moses|bible|ancient egypt|3d|ramses,Adventure|Drama|Action
124905,Gareth Edwards,monster|godzilla|remake|giant monster|gojira,Action|Science Fiction|Thriller
102651,Robert Stromberg,fairy tale|villain|sleeping beauty|dark fantasy|based on fairy tale,Fantasy|Adventure|Action|Family|Romance
254904,Roger Donaldson,cia|retired|agent|month in title,Crime|Action|Thriller
242512,Stiles White,death of a friend|ouija|ouija board|teenager|based on board game,Horror
82702,Dean DeBlois,father-son relationship|wife husband relationship|sacrifice|viking|sequel,Fantasy|Action|Adventure|Animation|Comedy
270303,David Robert Mitchell,friends|vision|school|young adult|followed,Thriller|Horror
138103,Patrick Hughes,cia|arms dealer|sequel|rescue mission|hospital,Action|Adventure|Thriller
137106,Phil Lord|Christopher Miller,father-son relationship|creativity|friendship|part live action|toys,Adventure|Fantasy|Animation|Comedy|Action
72784,Erik Van Looy,male friendship|murder|suspense|love affair|apartment,Thriller
68737,Sergey Bodrov,magic|chosen one|sword and sorcerery|dark fantasy|witch hunter,Adventure|Fantasy
266856,James Marsh,biography|physicist|based on memoir|stephen hawking,Drama|Romance
193893,Luke Greenfield,corruption|robbery|nightclub|male friendship|investigation,Comedy
49017,Gary Shore,vampire|dracula|battle|15th century|ottoman empire,Horror|Action|Drama|Fantasy|War
270946,Simon J. Smith|Eric Darnell,penguin|madagascar|3d,Family|Animation|Adventure|Comedy
224141,Rob Marshall,witch|cinderella|prince|fairy tale|musical,Fantasy|Comedy|Music
53182,Noam Murro,based on graphic novel|ancient greece|duringcreditsstinger|sea battle|hand to hand combat,Action|War
227156,Phillip Noyce,dystopia|black and white|based on young adult book,Drama|Science Fiction
187017,Phil Lord|Christopher Miller,high school|undercover cop|buddy comedy|aftercreditsstinger|duringcreditsstinger,Crime|Comedy|Action
169917,Scott Frank,based on novel|murder|mafia|private investigator|new york city,Crime|Drama|Mystery|Thriller
116149,Paul King,england|train station|based on novel|bear|anthropomorphic animal,Comedy
284276,Daniel Barnz,suicide|support group|depression|widower|grieving,Drama
212778,Jon Favreau,father-son relationship|kitchen|restaurant owner|food|divorce,Comedy
238636,James DeMonaco,bus|assault rifle|sniper|machete|dystopia,Horror|Thriller
218043,Vic Armstrong,airplane|the rapture|remake|pilot hero,Thriller|Action|Science Fiction
85350,Richard Linklater,daily life|family's daily life|urban life|growing up|domestic abuse,Drama
241239,J.C. Chandor,new york city|crime,Action|Thriller|Crime|Drama
184315,Brett Ratner,mercenary|battle|ancient greece|hercules|warrior,Action|Adventure
86834,Darren Aronofsky,bible|god|noah,Drama|Adventure
205587,David Dobkin,father-son relationship|judge|lawyer,Drama
256092,Brian Trenchard-Smith,,Action|Comedy|Crime
232672,Frank Coraci,africa|blind date|relationship|family vacation|family,Comedy
195589,Nicholas Stoller,alcohol|baby|party|family|fraternity,Comedy
249164,R.J. Cutler,coma|musician|teenage girl|car accident|teenager,Drama
243683,Trish Sie,street artist|dance contest|woman director,Romance|Drama|Music
200727,Christian Ditter,based on novel|male female relationship|teenage pregnancy|best friends in love|missed opportunity,Comedy|Romance
222935,Josh Boone,amsterdam|based on novel|support group|cancer|teenager,Romance|Drama
244267,Mike Cahill,independent film|eyes|molecular biologist,Science Fiction|Drama
168530,Tim Story,police operation|police officer|brother-in-law brother-in-law relationship|duringcreditsstinger|black men,Action|Comedy
244761,Atom Egoyan,family relationships|missing child|abduction,Thriller
171274,Paul Thomas Anderson,based on novel|1970s|private investigator|smoking marijuana|los angeles,Comedy|Romance|Crime|Drama|Mystery
137094,Kenneth Branagh,london|corruption|cia|terrorist|sniper,Action|Drama|Thriller
225574,Jaume Collet-Serra,airplane|conspiracy|cell phone|hijack|airplane crash,Action|Thriller|Mystery
206487,Michael Spierig|Peter Spierig,,Science Fiction|Thriller
262543,Gabe IbÃ¡Ã±ez,artificial intelligence|rain|future|dystopia|robot,Thriller|Science Fiction
321068,Anne K. Black,dragon|magie|sorcier,Action|Adventure|Fantasy
154400,MichaÃ«l R. Roskam,crime boss|mobster|pitbull|brooklyn new york city,Drama|Crime
97020,JosÃ© Padilha,corruption|cyborg|technology|future|law,Science Fiction|Action
157353,Wally Pfister,artificial intelligence|technology|nanotechnology|computer virus|super computer,Thriller|Science Fiction|Drama|Mystery
193610,Nick Cassavetes,woman,Comedy|Romance
82703,Rob Minkoff,father-son relationship|egypt|intelligence|adoption|time travel,Animation|Adventure|Family
286532,Tristram Shapeero,christmas,Comedy
189,Frank Miller|Robert Rodriguez,detective|dystopia|dominatrix|murder|suspense,Crime|Thriller
297270,Steve Loter,fairy|fairy tale|tinkerbell,Adventure|Animation|Family
172385,Carlos Saldanha,bird|sequel|jungle|audition|amazon rainforest,Animation|Adventure|Comedy|Family
100042,Bobby Farrelly|Peter Farrelly,friendship|sequel|road movie|buddy comedy,Comedy
204922,Rowan Joffe,amnesia|therapist|aggression|hospital|flashback,Mystery|Thriller
152760,George Clooney,world war ii|nazis|art theft|post world war ii,War|Drama|History|Action
227306,Angelina Jolie,prisoner of war|biography|sport|war|athlete,Drama|War
273895,Ava DuVernay,alabama|martin luther king|president|black american|civil rights,History|Drama
265177,Xavier Dolan,quebec|dysfunctional family|single mother|mother son relationship|behavioral disorders,Drama
255343,Andrea Di Stefano,surfer|murder|murderer|columbia|telephone conversation,Thriller|Romance
175112,Peggy Holmes,fairy|fairy tale|curiosity|duringcreditsstinger|woman director,Animation|Family
228970,Jean-Marc VallÃ©e,adventure|biography|hiking|based on true story|traveller,Drama
76649,Paul W.S. Anderson,gladiator|arena|gladiator fight|lava|roman,Action|Adventure|History|Romance|Drama
239571,Michael Hoffman,nicholas sparks,Drama|Romance
196867,Will Gluck,musical|orphan|foster child,Music|Comedy|Drama|Family
207933,Brad Anderson,mental institution|doctor|mental patient|edgar allan poe|based on short story,Horror|Thriller
228326,Jorge R. Gutierrez,love triangle|afterlife|day of the dead|bullfighting,Romance|Animation|Adventure|Comedy|Family
239563,Theodore Melfi,babysitter|friendship|neighbor|divorce|child of divorce,Comedy
136797,Scott Waugh,street race|super cars|super speed|car|based on video game,Action|Crime|Drama|Thriller
286554,Max Nichols,sex|new year's eve|one-night stand|snow storm|new york city,Romance|Comedy
262338,Henrik Ruben Genz,based on novel,Thriller|Crime|Action
228194,Lasse HallstrÃ¶m,,Drama
170687,Graham Annable|Anthony Stacchi,based on novel|stop motion animation|father daughter relationship|unlikely friendship|duringcreditsstinger,Animation|Comedy|Family|Fantasy
87093,Tim Burton,wife husband relationship|artist|court case,Drama
241254,Brian A Miller,mobster|justice|retired|missing|missing daughter,Thriller|Action
246080,Kevin Macdonald,submarine|captain,Adventure
110416,Tomm Moore,fairy tale|lighthouse|folk music|lighthouse keeper   |irish,Family|Animation|Fantasy
253980,Drew Pearce,marvel comic|based on comic book|iron man|marvel cinematic universe|mandarin,Comedy|Action|Drama|Thriller|Fantasy
242095,William Eubank,hacker|supernatural powers|road trip|independent film|superpower,Thriller|Science Fiction
157825,Gregg Araki,sex|based on novel|mystery|disappearance|missing person,Thriller|Drama
216282,Steven Quale,tornado|student|found footage|disaster movie,Action|Thriller
289720,Nick Powell,emperor|chinese emperor|warrior,Action
192102,McG,paris|spy|cia|terrorist|fight,Action|Drama|Thriller|Crime
218836,Roberts Gannaway,firemen|national park|sequel|anthropomorphic car|anthropomorphic vehicles,Animation|Comedy|Adventure|Family
252178,Yann Demange,riot|war|british|survival|soldier,Thriller|Action|Drama|War
144336,David Ayer,drug cartel|dea,Action|Drama|Thriller|Crime
188161,Seth MacFarlane,gunslinger|farmer|wild west,Comedy|Western
255157,Philip Martin,suspense|theft,Thriller|Crime|Drama
171372,Lenny Abrahamson,identity|musician|music|friendship|mysterious,Comedy|Drama|Mystery
244506,Peter Sattler,guantanamo bay|female soldier|female protagonist|american abroad|military police,Drama
136835,Sam Miller,sadistic|hostage|sociopath|serial killer|blood,Thriller
284293,Richard Glatzer|Wash Westmoreland,mother|professor|illness,Drama
256274,John Erick Dowdle,paris|treasure|catacombs|written by director|scientist,Horror|Thriller
87492,Bennett Miller,biography|wrestling|sport|based on true story,Drama|Thriller
277547,Justin Reardon,screenwriter|love|friends|romance|lying,Comedy|Romance
226857,Shana Feste,woman director|teenage romance,Drama|Romance
157845,David MichÃ´d,dystopia,Crime|Drama
184098,Tim Story,,Comedy|Romance
271674,Saul Dibb,based on novel|world war ii|love|french resistance|nazi occupation,Drama|Romance|War
192149,Hossein Amini,sailboat|hotel|american|couple|private detective,Thriller
187596,Steven Brill,journalist|one-night stand|blonde|woman|lost,Comedy
181886,Denis Villeneuve,doppelganger|spiders,Thriller|Mystery
